Day,TeamsSearch,SkypeSearch,MeetSearch,ZoomSearch,CovidSearch,CovidNewCases,PriceGOOGL,PriceMSFT,PriceZM
2020-05-12,154.8117751488435,154.8117751488435,182.57068502877001,220.41944801230517,17.775761936476222,84491,1375.180054,182.509995,161.039993
2020-05-13,154.8117751488435,145.96538799748103,192.64484541663674,220.41944801230517,17.775761936476222,84980,1348.329956,179.75,167.139999
2020-05-14,145.96538799748103,137.11900084611855,178.14749145308878,206.19883846312416,17.775761936476222,96231,1356.859985,180.529999,167.910004
2020-05-15,128.27261369475607,128.27261369475607,154.80375033817833,195.53338130123845,17.775761936476222,95732,1373.060059,183.160004,174.830002
2020-05-16,53.078322908174925,84.04067793794363,73.47059336907614,149.31640026640025,14.220609549180978,94439,NA,NA,NA
2020-05-17,57.501516483856165,84.04067793794363,73.47059336907614,149.31640026640025,14.220609549180978,78022,NA,NA,NA
2020-05-18,141.5421944217998,119.42622654339357,159.22694391385957,184.8679241393527,17.775761936476222,89167,1385.180054,184.910004,164.690002
2020-05-19,141.5421944217998,132.6958072704373,165.86173427738146,188.42307652664795,17.775761936476222,96775,1374.400024,183.630005,173.679993
2020-05-20,137.11900084611855,132.6958072704373,163.6501374895408,181.31277175205747,17.775761936476222,101878,1409.160034,185.660004,175.479996
2020-05-21,128.27261369475607,115.00303296771233,159.22694391385957,184.8679241393527,17.775761936476222,106644,1406.75,183.429993,172.029999
2020-05-22,101.7334522406686,110.57983939203109,140.3063963746304,174.20246697746697,14.220609549180978,106422,1413.23999,183.509995,171.059998
2020-05-23,39.808742181131194,75.19429078658113,61.18483619336881,127.9854859426288,14.220609549180978,104804,NA,NA,NA
2020-05-24,35.38554860544995,70.7710972108999,52.338449042006324,113.76487639344782,10.665457161885733,94211,NA,NA,NA
2020-05-25,92.88706508930612,97.31025866498736,109.10009165969389,131.54063832992404,14.220609549180978,86717,NA,NA,NA
2020-05-26,123.84942011907482,119.42622654339357,159.22694391385957,156.42670504099075,17.775761936476222,93967,1421.369995,181.570007,164
2020-05-27,128.27261369475607,115.00303296771233,157.01534712601895,170.64731459017173,17.775761936476222,102762,1420.280029,181.809998,161.970001
2020-05-28,128.27261369475607,119.42622654339357,159.22694391385957,167.0921622028765,14.220609549180978,119283,1418.23999,181.399994,163.550003
2020-05-29,110.57983939203109,97.31025866498736,142.51799316247102,159.981857428286,14.220609549180978,120903,1433.52002,183.25,179.479996
